Token(type='PREPROC', value='#include <stdarg.h>', line=23, column=0)
Token(type='LISTSEP', value=',', line=154, column=35)
Token(type='ID', value='int', line=154, column=37)
Token(type='PARCLOSE', value=')', line=154, column=41)
Token(type='LISTSEP', value=',', line=154, column=42)
Token(type='NUMBER', value=10, line=154, column=44)
Token(type='LISTSEP', value=',', line=154, column=46)
Token(type='NUMBER', value=0, line=154, column=48)
Token(type='LISTSEP', value=',', line=154, column=49)
Token(type='ID', value='width', line=154, column=51)
Token(type='LISTSEP', value=',', line=154, column=56)
Token(type='ID', value='pad', line=154, column=58)
Token(type='LISTSEP', value=',', line=154, column=61)
Token(type='CHAR', value='a', line=154, column=65)
Token(type='PARCLOSE', value=')', line=154, column=66)
Token(type='END', value=';', line=154, column=67)
Token(type='ID', value='continue', line=155, column=4)
Token(type='END', value=';', line=155, column=12)
Token(type='BRACECLOSE', value='}', line=156, column=3)
Token(type='IF', value='if', line=157, column=3)
Token(type='PAROPEN', value='(', line=157, column=5)
Token(type='ARITOP', value='*', line=157, column=7)
Token(type='ID', value='format', line=157, column=8)
Token(type='ASSIGN', value='=', line=157, column=15)
Token(type='ASSIGN', value='=', line=157, column=16)
Token(type='CHAR', value='c', line=157, column=20)
Token(type='PARCLOSE', value=')', line=157, column=22)
Token(type='BRACEOPEN', value='{', line=157, column=24)
Token(type='ID', value='scr', line=159, column=4)
Token(type='BRACKOPEN', value='[', line=159, column=7)
Token(type='NUMBER', value=0, line=159, column=8)
Token(type='BRACKCLOSE', value=']', line=159, column=9)
Token(type='ASSIGN', value='=', line=159, column=11)
Token(type='PAROPEN', value='(', line=159, column=13)
Token(type='ID', value='char', line=159, column=14)
Token(type='PARCLOSE', value=')', line=159, column=18)
Token(type='ID', value='va_arg', line=159, column=19)
Token(type='PAROPEN', value='(', line=159, column=25)
Token(type='ID', value='args', line=159, column=27)
Token(type='LISTSEP', value=',', line=159, column=31)
Token(type='ID', value='int', line=159, column=33)
Token(type='PARCLOSE', value=')', line=159, column=37)
Token(type='END', value=';', line=159, column=38)
Token(type='ID', value='scr', line=160, column=4)
Token(type='BRACKOPEN', value='[', line=160, column=7)
Token(type='NUMBER', value=1, line=160, column=8)
Token(type='BRACKCLOSE', value=']', line=160, column=9)
Token(type='ASSIGN', value='=', line=160, column=11)
Token(type='CHAR', value='0', line=160, column=16)
Token(type='END', value=';', line=160, column=17)
Token(type='ID', value='pc', line=161, column=4)
Token(type='ARITOP', value='+', line=161, column=7)
Token(type='ASSIGN', value='=', line=161, column=8)
Token(type='ID', value='prints', line=161, column=10)
Token(type='PAROPEN', value='(', line=161, column=17)
Token(type='ID', value='out', line=161, column=18)
Token(type='LISTSEP', value=',', line=161, column=21)
Token(type='ID', value='scr', line=161, column=23)
Token(type='LISTSEP', value=',', line=161, column=26)
Token(type='ID', value='width', line=161, column=28)
Token(type='LISTSEP', value=',', line=161, column=33)
Token(type='ID', value='pad', line=161, column=35)
Token(type='PARCLOSE', value=')', line=161, column=38)
Token(type='END', value=';', line=161, column=39)
Token(type='ID', value='continue', line=162, column=4)
Token(type='END', value=';', line=162, column=12)
Token(type='BRACECLOSE', value='}', line=163, column=3)
Token(type='BRACECLOSE', value='}', line=164, column=2)
Token(type='ELSE', value='else', line=165, column=2)
Token(type='BRACEOPEN', value='{', line=165, column=7)
Token(type='ID', value='out', line=166, column=2)
Token(type='ARITOP', value=':', line=166, column=5)
Token(type='ID', value='printchar', line=167, column=3)
Token(type='PAROPEN', value='(', line=167, column=13)
Token(type='ID', value='out', line=167, column=14)
Token(type='LISTSEP', value=',', line=167, column=17)
Token(type='ARITOP', value='*', line=167, column=19)
Token(type='ID', value='format', line=167, column=20)
Token(type='PARCLOSE', value=')', line=167, column=26)
Token(type='END', value=';', line=167, column=27)
Token(type='ARITOP', value='+', line=168, column=3)
Token(type='ARITOP', value='+', line=168, column=4)
Token(type='ID', value='pc', line=168, column=5)
Token(type='END', value=';', line=168, column=7)
Token(type='BRACECLOSE', value='}', line=169, column=2)
Token(type='BRACECLOSE', value='}', line=170, column=1)
Token(type='IF', value='if', line=171, column=1)
Token(type='PAROPEN', value='(', line=171, column=4)
Token(type='ID', value='out', line=171, column=5)
Token(type='PARCLOSE', value=')', line=171, column=8)
Token(type='ARITOP', value='*', line=171, column=10)
Token(type='ARITOP', value='*', line=171, column=11)
Token(type='ID', value='out', line=171, column=12)
Token(type='ASSIGN', value='=', line=171, column=16)
Token(type='CHAR', value='0', line=171, column=21)
Token(type='END', value=';', line=171, column=22)
Token(type='ID', value='va_end', line=172, column=1)
Token(type='PAROPEN', value='(', line=172, column=7)
Token(type='ID', value='args', line=172, column=9)
Token(type='PARCLOSE', value=')', line=172, column=14)
Token(type='END', value=';', line=172, column=15)
Token(type='ID', value='return', line=173, column=1)
Token(type='ID', value='pc', line=173, column=8)
Token(type='END', value=';', line=173, column=10)
Token(type='BRACECLOSE', value='}', line=174, column=0)
Token(type='ID', value='int', line=176, column=0)
Token(type='ID', value='printf', line=176, column=4)
Token(type='PAROPEN', value='(', line=176, column=10)
Token(type='ID', value='const', line=176, column=11)
Token(type='ID', value='char', line=176, column=17)
Token(type='ARITOP', value='*', line=176, column=22)
Token(type='ID', value='format', line=176, column=23)
Token(type='LISTSEP', value=',', line=176, column=29)
Token(type='VARARG', value='...', line=176, column=31)
Token(type='PARCLOSE', value=')', line=176, column=34)
Token(type='BRACEOPEN', value='{', line=177, column=0)
Token(type='ID', value='va_list', line=178, column=8)
Token(type='ID', value='args', line=178, column=16)
Token(type='END', value=';', line=178, column=20)
Token(type='ID', value='va_start', line=180, column=8)
Token(type='PAROPEN', value='(', line=180, column=16)
Token(type='ID', value='args', line=180, column=18)
Token(type='LISTSEP', value=',', line=180, column=22)
Token(type='ID', value='format', line=180, column=24)
Token(type='PARCLOSE', value=')', line=180, column=31)
Token(type='END', value=';', line=180, column=32)
Token(type='ID', value='return', line=181, column=8)
Token(type='ID', value='print', line=181, column=15)
Token(type='PAROPEN', value='(', line=181, column=20)
Token(type='NUMBER', value=0, line=181, column=22)
Token(type='LISTSEP', value=',', line=181, column=23)
Token(type='ID', value='format', line=181, column=25)
Token(type='LISTSEP', value=',', line=181, column=31)
Token(type='ID', value='args', line=181, column=33)
Token(type='PARCLOSE', value=')', line=181, column=38)
Token(type='END', value=';', line=181, column=39)
Token(type='BRACECLOSE', value='}', line=182, column=0)
Token(type='ID', value='int', line=184, column=0)
Token(type='ID', value='sprintf', line=184, column=4)
Token(type='PAROPEN', value='(', line=184, column=11)
Token(type='ID', value='char', line=184, column=12)
Token(type='ARITOP', value='*', line=184, column=17)
Token(type='ID', value='out', line=184, column=18)
Token(type='LISTSEP', value=',', line=184, column=21)
Token(type='ID', value='const', line=184, column=23)
Token(type='ID', value='char', line=184, column=29)
Token(type='ARITOP', value='*', line=184, column=34)
Token(type='ID', value='format', line=184, column=35)
Token(type='LISTSEP', value=',', line=184, column=41)
Token(type='VARARG', value='...', line=184, column=43)
Token(type='PARCLOSE', value=')', line=184, column=46)
Token(type='BRACEOPEN', value='{', line=185, column=0)
Token(type='ID', value='va_list', line=186, column=8)
Token(type='ID', value='args', line=186, column=16)
Token(type='END', value=';', line=186, column=20)
Token(type='ID', value='va_start', line=188, column=8)
Token(type='PAROPEN', value='(', line=188, column=16)
Token(type='ID', value='args', line=188, column=18)
Token(type='LISTSEP', value=',', line=188, column=22)
Token(type='ID', value='format', line=188, column=24)
Token(type='PARCLOSE', value=')', line=188, column=31)
Token(type='END', value=';', line=188, column=32)
Token(type='ID', value='return', line=189, column=8)
Token(type='ID', value='print', line=189, column=15)
Token(type='PAROPEN', value='(', line=189, column=20)
Token(type='BITWOP', value='&', line=189, column=22)
Token(type='ID', value='out', line=189, column=23)
Token(type='LISTSEP', value=',', line=189, column=26)
Token(type='ID', value='format', line=189, column=28)
Token(type='LISTSEP', value=',', line=189, column=34)
Token(type='ID', value='args', line=189, column=36)
Token(type='PARCLOSE', value=')', line=189, column=41)
Token(type='END', value=';', line=189, column=42)
Token(type='BRACECLOSE', value='}', line=190, column=0)
Token(type='ID', value='int', line=193, column=0)
Token(type='ID', value='snprintf', line=193, column=4)
Token(type='PAROPEN', value='(', line=193, column=12)
Token(type='ID', value='char', line=193, column=14)
Token(type='ARITOP', value='*', line=193, column=19)
Token(type='ID', value='buf', line=193, column=20)
Token(type='LISTSEP', value=',', line=193, column=23)
Token(type='ID', value='unsigned', line=193, column=25)
Token(type='ID', value='int', line=193, column=34)
Token(type='ID', value='count', line=193, column=38)
Token(type='LISTSEP', value=',', line=193, column=43)
Token(type='ID', value='const', line=193, column=45)
Token(type='ID', value='char', line=193, column=51)
Token(type='ARITOP', value='*', line=193, column=56)
Token(type='ID', value='format', line=193, column=57)
Token(type='LISTSEP', value=',', line=193, column=63)
Token(type='VARARG', value='...', line=193, column=65)
Token(type='PARCLOSE', value=')', line=193, column=69)
Token(type='BRACEOPEN', value='{', line=194, column=0)
Token(type='ID', value='va_list', line=195, column=8)
Token(type='ID', value='args', line=195, column=16)
Token(type='END', value=';', line=195, column=20)
Token(type='PAROPEN', value='(', line=197, column=8)
Token(type='ID', value='void', line=197, column=10)
Token(type='PARCLOSE', value=')', line=197, column=15)
Token(type='ID', value='count', line=197, column=17)
Token(type='END', value=';', line=197, column=22)
Token(type='ID', value='va_start', line=199, column=8)
Token(type='PAROPEN', value='(', line=199, column=16)
Token(type='ID', value='args', line=199, column=18)
Token(type='LISTSEP', value=',', line=199, column=22)
Token(type='ID', value='format', line=199, column=24)
Token(type='PARCLOSE', value=')', line=199, column=31)
Token(type='END', value=';', line=199, column=32)
Token(type='ID', value='return', line=200, column=8)
Token(type='ID', value='print', line=200, column=15)
Token(type='PAROPEN', value='(', line=200, column=20)
Token(type='BITWOP', value='&', line=200, column=22)
Token(type='ID', value='buf', line=200, column=23)
Token(type='LISTSEP', value=',', line=200, column=26)
Token(type='ID', value='format', line=200, column=28)
Token(type='LISTSEP', value=',', line=200, column=34)
Token(type='ID', value='args', line=200, column=36)
Token(type='PARCLOSE', value=')', line=200, column=41)
Token(type='END', value=';', line=200, column=42)
Token(type='BRACECLOSE', value='}', line=201, column=0)
Token(type='PREPROC', value='#include <stdarg.h>', line=23, column=0)
Token(type='PREPROC', value='#include "uart.h"', line=24, column=0)
Token(type='ID', value='static', line=28, column=0)
Token(type='ID', value='void', line=28, column=7)
Token(type='ID', value='printchar', line=28, column=12)
Token(type='PAROPEN', value='(', line=28, column=21)
Token(type='ID', value='char', line=28, column=22)
Token(type='ARITOP', value='*', line=28, column=27)
Token(type='ARITOP', value='*', line=28, column=28)
Token(type='ID', value='str', line=28, column=29)
Token(type='LISTSEP', value=',', line=28, column=32)
Token(type='ID', value='int', line=28, column=34)
Token(type='ID', value='c', line=28, column=38)
Token(type='PARCLOSE', value=')', line=28, column=39)
Token(type='BRACEOPEN', value='{', line=29, column=0)
Token(type='PAROPEN', value='(', line=30, column=1)
Token(type='ID', value='void', line=30, column=2)
Token(type='PARCLOSE', value=')', line=30, column=6)
Token(type='ID', value='uart_putchar', line=30, column=8)
Token(type='PAROPEN', value='(', line=30, column=20)
Token(type='ID', value='c', line=30, column=21)
Token(type='PARCLOSE', value=')', line=30, column=22)
Token(type='END', value=';', line=30, column=23)
Token(type='BRACECLOSE', value='}', line=31, column=0)
Token(type='PREPROC', value='#define PAD_RIGHT 1', line=33, column=0)
Token(type='PREPROC', value='#define PAD_ZERO 2', line=34, column=0)
Token(type='ID', value='static', line=36, column=0)
Token(type='ID', value='int', line=36, column=7)
Token(type='ID', value='prints', line=36, column=11)
Token(type='PAROPEN', value='(', line=36, column=17)
Token(type='ID', value='char', line=36, column=18)
Token(type='ARITOP', value='*', line=36, column=23)
Token(type='ARITOP', value='*', line=36, column=24)
Token(type='ID', value='out', line=36, column=25)
Token(type='LISTSEP', value=',', line=36, column=28)
Token(type='ID', value='const', line=36, column=30)
Token(type='ID', value='char', line=36, column=36)
Token(type='ARITOP', value='*', line=36, column=41)
Token(type='ID', value='string', line=36, column=42)
Token(type='LISTSEP', value=',', line=36, column=48)
Token(type='ID', value='int', line=36, column=50)
Token(type='ID', value='width', line=36, column=54)
Token(type='LISTSEP', value=',', line=36, column=59)
Token(type='ID', value='int', line=36, column=61)
